SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILITY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE
2022/2023,4141052,Twelfth Avenue Elementary,41,Burnaby                                 ,Public School,7622 12th Ave,Burnaby                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.21704,-122.93432
2022/2023,7399042,Twin Rivers Education Centre,73,Kamloops-Thompson                       ,Public School,655 Holt St,Kamloops                      ,ALTERNATE,SECONDARY,NO,NO,NO,NO,50.7074469,-120.38797
2022/2023,2009011,Twin Rivers Elementary,20,Kootenay-Columbia                       ,Public School,649 7 Ave,Castlegar                     ,STANDARD,ELEMENTARY,YES,YES,YES,NO,49.3209209,-117.65921
2022/2023,7899053,Two Rivers Education Centre,78,Fraser-Cascade                          ,Public School,PO Box 108,Hope                          ,ALTERNATE,SECONDARY,NO,NO,NO,NO,49.382107,-121.44064
2022/2023,5794016,Two Wolves Centre,57,Prince George                           ,Public School,Service Bag 10000,Prince George                 ,YOUTH CUSTODY,SENIOR SECONDARY,NO,NO,NO,NO,53.9023252,-122.70601
2022/2023,3939119,Tyee Elementary,39,Vancouver                               ,Public School,3525 Dumphries St,Vancouver                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2532101,-123.07383
2022/2023,3333035,Tyson Elementary,33,Chilliwack                              ,Public School,45170 S Sumas Rd,Chilliwack                    ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1174872,-121.9739
2022/2023,3535010,U-Connect,35,Langley                                 ,Public School,20190 48 Ave,Langley                       ,DISTRICT DISTANCE ED,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.0891118,-122.66431
2022/2023,7070026,Ucluelet Elementary,70,Pacific Rim                             ,Public School,PO Box 669,Ucluelet                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.9376731,-125.54308
2022/2023,7070005,Ucluelet Secondary,70,Pacific Rim                             ,Public School,PO Box 40,Ucluelet                      ,STANDARD,SECONDARY,YES,NO,NO,NO,48.9393699,-125.54444
2022/2023,6796942,Unisus Junior School,67,Okanagan Skaha                          ,Independent School,7808 Pierre Dr,Summerland                    ,STANDARD,ELEMENTARY,NO,NO,NO,NO,49.5791769,-119.67657
2022/2023,6796951,Unisus Senior School,67,Okanagan Skaha                          ,Independent School,7808 Pierre Dr,Summerland                    ,STANDARD,JUNIOR SECONDARY,NO,NO,NO,NO,49.5795711,-119.67652
2022/2023,3396181,Unity Christian School,33,Chilliwack                              ,Independent School,50950 Hack Brown Road,Chilliwack                    ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.1567141,-121.81441
2022/2023,4141069,University Highlands Elementary,41,Burnaby                                 ,Public School,9388 Tower Rd,Burnaby                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2782223,-122.90766
2022/2023,3939123,University Hill Elementary,39,Vancouver                               ,Public School,5395 Chancellor Blvd,Vancouver                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2745954,-123.23704
2022/2023,3939024,University Hill Secondary,39,Vancouver                               ,Public School,3228 Ross Dr,Vancouver                     ,STANDARD,SECONDARY,YES,NO,NO,NO,49.2539902,-123.23974
2022/2023,3995051,University Transition Program,39,Vancouver                               ,Public School,3228 Ross Dr,Vancouver                     ,LONG TERM PRP,SENIOR SECONDARY,NO,NO,NO,NO,49.2539902,-123.23974
2022/2023,3333029,Unsworth Elementary,33,Chilliwack                              ,Public School,5685 Unsworth Rd,Chilliwack                    ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.10508,-121.99906
2022/2023,3535039,Uplands Elementary,35,Langley                                 ,Public School,4471 207A St,Langley                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.0834583,-122.64941
2022/2023,6715011,Uplands Elementary,67,Okanagan Skaha                          ,Public School,145 Middle Bench Rd S,Penticton                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.5021143,-119.57398
2022/2023,8288012,Uplands Elementary,82,Coast Mountains                         ,Public School,4110 North Thomas St,Terrace                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,54.5346847,-128.61105
2022/2023,6868086,Uplands Park Elementary,68,Nanaimo-Ladysmith                       ,Public School,3821 Stronach Dr,Nanaimo                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2187757,-124.01127
2022/2023,6060061,Upper Halfway Elementary Jr Secondary,60,Peace River North                       ,Public School,10716 97 Ave,Fort St. John                 ,STANDARD,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,56.5143494,-122.2384
2022/2023,4444021,Upper Lynn Elementary,44,North Vancouver                         ,Public School,1540 Coleman St,North Vancouver               ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.3512693,-123.0305
2022/2023,6060051,Upper Pine Elem-Jr Secondary,60,Peace River North                       ,Public School,10716 97 Ave,Fort St John                  ,STANDARD,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,56.5111758,-120.81838
2022/2023,4096708,Urban Academy Junior,40,New Westminster                         ,Independent School,466 Rousseau St,New Westminster               ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2313185,-122.88585
2022/2023,4096946,Urban Academy Senior,40,New Westminster                         ,Independent School,466 Rousseau St,New Westminster               ,STANDARD,SECONDARY,NO,NO,NO,NO,49.2313185,-122.88585
2022/2023,5757096,Valemount Elementary,57,Prince George                           ,Public School,PO Box 129,Valemount                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,52.8296372,-119.27099
2022/2023,5757074,Valemount Secondary,57,Prince George                           ,Public School,PO Box 370,Valemount                     ,STANDARD,SECONDARY,YES,NO,NO,NO,52.8278514,-119.25755
2022/2023,9199207,Valhalla High,91,Nechako Lakes                           ,Public School,PO Box 950,Vanderhoof                    ,ALTERNATE,ELEMENTARY SECONDARY,NO,NO,NO,NO,54.017579,-124.01113
2022/2023,7596460,Valley Christian School,75,Mission                                 ,Independent School,8955 Cedar St,Mission                       ,STANDARD,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,49.1647089,-122.31718
2022/2023,7596839,Valley Christian School DL,75,Mission                                 ,Independent School,8955 Cedar St,Mission                       ,DISTRICT DISTANCE ED,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,49.1647089,-122.31718
2022/2023,7171080,Valley View Elementary,71,Comox Valley                            ,Public School,2300 Valley View Dr,Courtenay                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.7010039,-124.95863
2022/2023,4848019,Valleycliffe Elementary,48,Sea to Sky                              ,Public School,PO Box 2240 STN Main,Squamish                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.7034598,-123.12344
2022/2023,7324045,Valleyview Secondary,73,Kamloops-Thompson                       ,Public School,1950 Valleyview Dr,Kamloops                      ,STANDARD,SECONDARY,YES,NO,NO,NO,50.6766733,-120.27512
2022/2023,5757063,Van Bien Elementary,57,Prince George                           ,Public School,311 Wilson Cres,Prince George                 ,STANDARD,ELEMENTARY,YES,NO,NO,NO,53.8903041,-122.76162
2022/2023,3999224,Vancouver Alternate School,39,Vancouver                               ,Public School,1580 Broadway W,Vancouver                     ,ALTERNATE,SECONDARY,NO,NO,NO,NO,49.2633058,-123.14026
2022/2023,3996071,Vancouver Christian,39,Vancouver                               ,Independent School,3496 Mons Drive,Vancouver                     ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.25471,-123.02857
2022/2023,3996007,Vancouver College,39,Vancouver                               ,Independent School,5401 Hudson St,Vancouver                     ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.2369278,-123.13477
2022/2023,3996509,Vancouver Formosa Academy,39,Vancouver                               ,Independent School,5621 Killarney St,Vancouver                     ,STANDARD,SECONDARY,NO,NO,NO,NO,49.23375,-123.04637
2022/2023,3996322,Vancouver Hebrew Academy,39,Vancouver                               ,Independent School,1545 62nd Ave W,Vancouver                     ,STANDARD,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,49.215449,-123.1415
2022/2023,3998004,Vancouver Learning Network,39,Vancouver                               ,Public School,530 41st Ave E,Vancouver                     ,DISTRICT DISTANCE ED,SECONDARY,NO,NO,NO,NO,49.2321388,-123.09171
2022/2023,3996225,Vancouver Montessori School,39,Vancouver                               ,Independent School,8650 Barnard St,Vancouver                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.207788,-123.14475
2022/2023,3939000,Vancouver School Board Adult Education,39,Vancouver                               ,Public School,6010 Fraser St,Vancouver                     ,CONTINUING ED,SECONDARY,NO,NO,NO,NO,49.2300327,-123.09011
2022/2023,3996083,Vancouver Talmud Torah Elementary,39,Vancouver                               ,Independent School,998 West 26th Ave,Vancouver                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2478941,-123.12694
2022/2023,3939011,Vancouver Technical Secondary,39,Vancouver                               ,Public School,2600 Broadway E,Vancouver                     ,STANDARD,SECONDARY,YES,YES,NO,NO,49.2614369,-123.05163
2022/2023,4496214,Vancouver Waldorf School,44,North Vancouver                         ,Independent School,2725 St. Christopher's Rd,North Vancouver               ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.3338094,-123.0467
2022/2023,3599092,Vanguard,35,Langley                                 ,Public School,3825 244 St,Langley                       ,ALTERNATE,SECONDARY,NO,NO,NO,NO,49.0707311,-122.54863
2022/2023,5757048,Vanway Elementary,57,Prince George                           ,Public School,4509 Highway 16 W,Prince George                 ,STANDARD,ELEMENTARY,YES,NO,NO,NO,53.8513151,-122.82132
2022/2023,7326011,Vavenby Elementary,73,Kamloops-Thompson                       ,Public School,PO Box 100,Vavenby                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,51.5872976,-119.72262
2022/2023,3333011,Vedder Elementary,33,Chilliwack                              ,Public School,45850 Promontory Rd,Chilliwack                    ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1107434,-121.95456
2022/2023,3333034,Vedder Middle School,33,Chilliwack                              ,Public School,45560 South Sumas Rd,Chilliwack                    ,STANDARD,MIDDLE SCHOOL,YES,YES,YES,NO,49.117471,-121.9637
2022/2023,8296162,Veritas Catholic,82,Coast Mountains                         ,Independent School,4836 Straume Ave,Terrace                       ,STANDARD,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,54.5249524,-128.60431
2022/2023,5817005,Vermilion Forks Elementary,58,Nicola-Similkameen                      ,Public School,PO Box 970,Princeton                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.4528131,-120.52799
2022/2023,2296261,Vernon Christian School,22,Vernon                                  ,Independent School,6920 Pleasant Valley Rd,Vernon                        ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.3101452,-119.24637
2022/2023,2222017,Vernon Secondary,22,Vernon                                  ,Public School,2100-15th St,Vernon                        ,STANDARD,SECONDARY,YES,NO,NO,NO,50.2576145,-119.25253
2022/2023,6196975,VI School of Innovation and Inquiry,61,Greater Victoria                        ,Independent School,1309 Hillside Ave,Victoria                      ,STANDARD,MIDDLE SCHOOL,NO,NO,NO,NO,48.4395484,-123.35052
2022/2023,6161006,Victor School,61,Greater Victoria                        ,Public School,2260 Victor St,Victoria                      ,ALTERNATE,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,48.4321436,-123.33752
2022/2023,9361060,Victor-Brodeur,93,Conseil scolaire francophone            ,Public School,637 Head St,Victoria                      ,STANDARD,ELEMENTARY SECONDARY,NO,NO,NO,YES,48.4318313,-123.40113
2022/2023,6161018,Victoria High,61,Greater Victoria                        ,Public School,1260 Grant St,Victoria                      ,STANDARD,SECONDARY,YES,YES,NO,NO,48.4296813,-123.34667
2022/2023,6196395,Victoria School for Ideal Education,61,Greater Victoria                        ,Independent School,2820 Belmont Ave,Victoria                      ,STANDARD,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,48.4404209,-123.33929
2022/2023,6161004,Victoria West Elementary,61,Greater Victoria                        ,Public School,750 Front St,Victoria                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.4344567,-123.38805
2022/2023,6161029,View Royal Elementary,61,Greater Victoria                        ,Public School,218 Helmcken Rd,Victoria                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.4568052,-123.43683
2022/2023,9399177,Virtuelle,93,Conseil scolaire francophone            ,Public School,100-13511 Commerce Parkway,Richmond                      ,DISTRICT DISTANCE ED,SECONDARY,NO,NO,NO,YES,49.173452,-123.07254
2022/2023,3996980,VISST,39,Vancouver                               ,Independent School,200-1490 Broadway W,Vancouver                     ,STANDARD,MIDDLE SCHOOL,NO,NO,NO,NO,49.2634652,-123.13813
2022/2023,2299151,vLearn.ca,22,Vernon                                  ,Public School,2301 Fulton Rd,Vernon                        ,DISTRICT DISTANCE ED,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.2521747,-119.24995
2022/2023,2828036,Voyageur Elementary School,28,Quesnel                                 ,Public School,1337 Lark Ave,Quesnel                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,52.9778471,-122.52587
2022/2023,3838027,W D Ferris Elementary,38,Richmond                                ,Public School,7520 Sunnymede Cres,Richmond                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1540993,-123.14442
2022/2023,3636116,W E Kinvig Elementary,36,Surrey                                  ,Public School,13266 70B Ave,Surrey                        ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1305777,-122.85446
2022/2023,3434041,W J Mouat Secondary,34,Abbotsford                              ,Public School,32355 Mouat Dr,Abbotsford                    ,STANDARD,SECONDARY,YES,YES,NO,NO,49.0594222,-122.32781
2022/2023,9156003,W L Mcleod Elementary,91,Nechako Lakes                           ,Public School,PO Box 559,Vanderhoof                    ,STANDARD,ELEMENTARY,YES,YES,NO,NO,54.0195499,-124.0071
2022/2023,2222007,W L Seaton Secondary,22,Vernon                                  ,Public School,2701 41 Ave,Vernon                        ,STANDARD,SECONDARY,YES,YES,NO,NO,50.2729109,-119.26798
2022/2023,807026,W.E. Graham Community School,8,Kootenay Lake                           ,Public School,PO Box 10,Slocan                        ,STANDARD,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,49.7634726,-117.47027
2022/2023,5199169,Walker Development Centre,51,Boundary                                ,Public School,PO Box 310,Grand Forks                   ,ALTERNATE,SECONDARY,NO,NO,NO,NO,49.0330843,-118.44187
2022/2023,3535050,Walnut Grove Secondary,35,Langley                                 ,Public School,8919 Walnut Grove Dr,Langley                       ,STANDARD,SECONDARY,YES,YES,NO,NO,49.1655891,-122.64109
2022/2023,5454010,Walnut Park Elementary,54,Bulkley Valley                          ,Public School,PO Box 2692,Smithers                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,54.7869646,-127.17021
2022/2023,3636152,Walnut Road Elementary,36,Surrey                                  ,Public School,16152 82 Ave,Surrey                        ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1512273,-122.77386
